type,img,cls_pred,conf,size_cat
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,awning-tricycle,0.0,small
FN,0000001_02999_d_0000005.jpg,pedestrian,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,medium
FN,0000001_02999_d_0000005.jpg,awning-tricycle,0.0,medium
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,bicycle,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,medium
FN,0000001_02999_d_0000005.jpg,awning-tricycle,0.0,medium
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,pedestrian,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,medium
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,car,0.0,medium
FN,0000001_02999_d_0000005.jpg,pedestrian,0.0,small
FN,0000001_02999_d_0000005.jpg,pedestrian,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,awning-tricycle,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,motor,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,awning-tricycle,0.0,medium
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FN,0000001_02999_d_0000005.jpg,people,0.0,small
FP,0000001_03499_d_0000006.jpg,people,0.45944225788116455,medium
FP,0000001_03499_d_0000006.jpg,car,0.4241967499256134,medium
FP,0000001_03499_d_0000006.jpg,car,0.41149744391441345,medium
FP,0000001_03499_d_0000006.jpg,bicycle,0.36295023560523987,small
FP,0000001_03499_d_0000006.jpg,motor,0.34788966178894043,small
FP,0000001_03499_d_0000006.jpg,people,0.32093557715415955,small
FP,0000001_03499_d_0000006.jpg,motor,0.3113258481025696,small
FP,0000001_03499_d_0000006.jpg,people,0.2892705202102661,small
FP,0000001_03499_d_0000006.jpg,car,0.28333577513694763,medium
FP,0000001_03499_d_0000006.jpg,pedestrian,0.26281800866127014,small
FP,0000001_03499_d_0000006.jpg,pedestrian,0.2533055543899536,medium
FN,0000001_03499_d_0000006.jpg,motor,0.0,medium
FN,0000001_03499_d_0000006.jpg,pedestrian,0.0,small
FN,0000001_03499_d_0000006.jpg,tricycle,0.0,medium
FN,0000001_03499_d_0000006.jpg,pedestrian,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,medium
FN,0000001_03499_d_0000006.jpg,motor,0.0,medium
FN,0000001_03499_d_0000006.jpg,motor,0.0,medium
FN,0000001_03499_d_0000006.jpg,motor,0.0,medium
FN,0000001_03499_d_0000006.jpg,bicycle,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,medium
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,pedestrian,0.0,medium
FN,0000001_03499_d_0000006.jpg,pedestrian,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,car,0.0,medium
FN,0000001_03499_d_0000006.jpg,pedestrian,0.0,small
FN,0000001_03499_d_0000006.jpg,pedestrian,0.0,small
FN,0000001_03499_d_0000006.jpg,pedestrian,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FN,0000001_03499_d_0000006.jpg,people,0.0,small
FN,0000001_03499_d_0000006.jpg,motor,0.0,small
FP,0000001_03999_d_0000007.jpg,car,0.5764855742454529,medium
FP,0000001_03999_d_0000007.jpg,motor,0.48879262804985046,medium
FP,0000001_03999_d_0000007.jpg,car,0.42367735505104065,small
FP,0000001_03999_d_0000007.jpg,car,0.42107588052749634,small
FP,0000001_03999_d_0000007.jpg,bicycle,0.3471686840057373,medium
FP,0000001_03999_d_0000007.jpg,people,0.3450537919998169,small
FP,0000001_03999_d_0000007.jpg,people,0.3416588604450226,small
FP,0000001_03999_d_0000007.jpg,motor,0.29584801197052,small
FP,0000001_03999_d_0000007.jpg,people,0.2661325931549072,small
FP,0000001_03999_d_0000007.jpg,motor,0.2537435293197632,small
FN,0000001_03999_d_0000007.jpg,pedestrian,0.0,small
FN,0000001_03999_d_0000007.jpg,pedestrian,0.0,medium
FN,0000001_03999_d_0000007.jpg,pedestrian,0.0,medium
FN,0000001_03999_d_0000007.jpg,car,0.0,medium
FN,0000001_03999_d_0000007.jpg,motor,0.0,medium
FN,0000001_03999_d_0000007.jpg,motor,0.0,medium
FN,0000001_03999_d_0000007.jpg,pedestrian,0.0,medium
FN,0000001_03999_d_0000007.jpg,people,0.0,medium
FN,0000001_03999_d_0000007.jpg,people,0.0,small
FN,0000001_03999_d_0000007.jpg,people,0.0,medium
FN,0000001_03999_d_0000007.jpg,people,0.0,medium
FN,0000001_03999_d_0000007.jpg,people,0.0,small
FN,0000001_03999_d_0000007.jpg,motor,0.0,medium
FN,0000001_03999_d_0000007.jpg,bicycle,0.0,medium
FN,0000001_03999_d_0000007.jpg,motor,0.0,medium
FN,0000001_03999_d_0000007.jpg,bicycle,0.0,medium
FN,0000001_03999_d_0000007.jpg,tricycle,0.0,medium
FN,0000001_03999_d_0000007.jpg,people,0.0,small
FN,0000001_03999_d_0000007.jpg,people,0.0,small
FN,0000001_03999_d_0000007.jpg,motor,0.0,medium
FN,0000001_03999_d_0000007.jpg,people,0.0,small
FN,0000001_03999_d_0000007.jpg,people,0.0,small
FP,0000001_04527_d_0000008.jpg,pedestrian,0.47752079367637634,medium
FP,0000001_04527_d_0000008.jpg,pedestrian,0.4265980124473572,small
FP,0000001_04527_d_0000008.jpg,motor,0.4181325137615204,medium
FP,0000001_04527_d_0000008.jpg,motor,0.338936448097229,medium
FP,0000001_04527_d_0000008.jpg,motor,0.30477187037467957,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,people,0.0,small
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,bicycle,0.0,small
FN,0000001_04527_d_0000008.jpg,people,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,car,0.0,medium
FN,0000001_04527_d_0000008.jpg,car,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,bicycle,0.0,small
FN,0000001_04527_d_0000008.jpg,bicycle,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,small
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,small
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,bicycle,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,motor,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,medium
FN,0000001_04527_d_0000008.jpg,people,0.0,small
FN,0000001_04527_d_0000008.jpg,pedestrian,0.0,medium
FN,0000001_04527_d_0000008.jpg,tricycle,0.0,medium
FN,0000001_04527_d_0000008.jpg,awning-tricycle,0.0,medium
FP,0000001_05249_d_0000009.jpg,car,0.7398015260696411,large
FP,0000001_05249_d_0000009.jpg,motor,0.7014802694320679,medium
FP,0000001_05249_d_0000009.jpg,car,0.593888521194458,medium
FP,0000001_05249_d_0000009.jpg,truck,0.5783079862594604,medium
FP,0000001_05249_d_0000009.jpg,van,0.5341049432754517,medium
FP,0000001_05249_d_0000009.jpg,car,0.5322907567024231,medium
FP,0000001_05249_d_0000009.jpg,pedestrian,0.5233080387115479,medium
FP,0000001_05249_d_0000009.jpg,car,0.5208429098129272,medium
FP,0000001_05249_d_0000009.jpg,car,0.5060798525810242,medium
FP,0000001_05249_d_0000009.jpg,pedestrian,0.48761099576950073,medium
FP,0000001_05249_d_0000009.jpg,car,0.4620681405067444,medium
FP,0000001_05249_d_0000009.jpg,van,0.46056562662124634,medium
FP,0000001_05249_d_0000009.jpg,pedestrian,0.4553646445274353,medium
FP,0000001_05249_d_0000009.jpg,van,0.4344364404678345,medium
FP,0000001_05249_d_0000009.jpg,pedestrian,0.42596426606178284,small
FP,0000001_05249_d_0000009.jpg,car,0.42391350865364075,medium
FP,0000001_05249_d_0000009.jpg,car,0.41805270314216614,medium
FP,0000001_05249_d_0000009.jpg,car,0.3892163932323456,medium
FP,0000001_05249_d_0000009.jpg,car,0.3808538317680359,medium
FP,0000001_05249_d_0000009.jpg,car,0.3748054504394531,medium
FP,0000001_05249_d_0000009.jpg,car,0.37212854623794556,medium
FP,0000001_05249_d_0000009.jpg,car,0.3574053943157196,medium
FP,0000001_05249_d_0000009.jpg,car,0.3444675803184509,medium
FP,0000001_05249_d_0000009.jpg,car,0.3234982192516327,medium
FP,0000001_05249_d_0000009.jpg,car,0.3216811418533325,medium
FP,0000001_05249_d_0000009.jpg,people,0.319030225276947,medium
FP,0000001_05249_d_0000009.jpg,car,0.3117488622665405,medium
FP,0000001_05249_d_0000009.jpg,van,0.2936860918998718,medium
FP,0000001_05249_d_0000009.jpg,car,0.290865957736969,medium
FP,0000001_05249_d_0000009.jpg,pedestrian,0.2873631715774536,small
FP,0000001_05249_d_0000009.jpg,car,0.27381080389022827,medium
FP,0000001_05249_d_0000009.jpg,car,0.27121850848197937,medium
FP,0000001_05249_d_0000009.jpg,car,0.2633349597454071,medium
FP,0000001_05249_d_0000009.jpg,car,0.2567870318889618,medium
FN,0000001_05249_d_0000009.jpg,car,0.0,medium
FN,0000001_05249_d_0000009.jpg,car,0.0,medium
FN,0000001_05249_d_0000009.jpg,car,0.0,medium
FN,0000001_05249_d_0000009.jpg,car,0.0,medium
FN,0000001_05249_d_0000009.jpg,car,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,people,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,small
FN,0000001_05249_d_0000009.jpg,pedestrian,0.0,small
FN,0000001_05249_d_0000009.jpg,pedestrian,0.0,medium
FN,0000001_05249_d_0000009.jpg,pedestrian,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,pedestrian,0.0,medium
FN,0000001_05249_d_0000009.jpg,pedestrian,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FN,0000001_05249_d_0000009.jpg,motor,0.0,medium
FP,0000001_05499_d_0000010.jpg,car,0.452534019947052,medium
FP,0000001_05499_d_0000010.jpg,car,0.444010466337204,medium
FP,0000001_05499_d_0000010.jpg,car,0.4191626012325287,medium
FP,0000001_05499_d_0000010.jpg,car,0.3162776827812195,medium
FP,0000001_05499_d_0000010.jpg,car,0.2929341495037079,medium
FP,0000001_05499_d_0000010.jpg,car,0.286937415599823,medium
FP,0000001_05499_d_0000010.jpg,awning-tricycle,0.2809843420982361,large
FP,0000001_05499_d_0000010.jpg,pedestrian,0.27493196725845337,medium
FP,0000001_05499_d_0000010.jpg,pedestrian,0.27041077613830566,medium
FP,0000001_05499_d_0000010.jpg,car,0.2605290710926056,medium
FP,0000001_05499_d_0000010.jpg,motor,0.2508307099342346,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,medium
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,small
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,medium
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,bicycle,0.0,small
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,small
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,small
FN,0000001_05499_d_0000010.jpg,bicycle,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,pedestrian,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,medium
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,people,0.0,small
FN,0000001_05499_d_0000010.jpg,awning-tricycle,0.0,medium
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FN,0000001_05499_d_0000010.jpg,motor,0.0,small
FP,0000001_05999_d_0000011.jpg,car,0.9046393632888794,large
FP,0000001_05999_d_0000011.jpg,car,0.8085908889770508,large
FP,0000001_05999_d_0000011.jpg,car,0.7434631586074829,large
FP,0000001_05999_d_0000011.jpg,car,0.43942004442214966,medium
FP,0000001_05999_d_0000011.jpg,pedestrian,0.39863187074661255,small
FP,0000001_05999_d_0000011.jpg,bicycle,0.3604930341243744,small
FP,0000001_05999_d_0000011.jpg,pedestrian,0.35945770144462585,small
FP,0000001_05999_d_0000011.jpg,motor,0.3539830446243286,medium
FP,0000001_05999_d_0000011.jpg,car,0.35160407423973083,medium
FP,0000001_05999_d_0000011.jpg,car,0.3392418324947357,medium
FP,0000001_05999_d_0000011.jpg,car,0.3243904411792755,large
FP,0000001_05999_d_0000011.jpg,pedestrian,0.3157275319099426,small
FP,0000001_05999_d_0000011.jpg,pedestrian,0.31025561690330505,medium
FP,0000001_05999_d_0000011.jpg,motor,0.3075817823410034,medium
FP,0000001_05999_d_0000011.jpg,pedestrian,0.28169745206832886,medium
FP,0000001_05999_d_0000011.jpg,pedestrian,0.27491408586502075,medium
FP,0000001_05999_d_0000011.jpg,motor,0.2697322964668274,medium
FP,0000001_05999_d_0000011.jpg,pedestrian,0.25743550062179565,small
FP,0000001_05999_d_0000011.jpg,pedestrian,0.25134482979774475,small
FN,0000001_05999_d_0000011.jpg,pedestrian,0.0,small
FN,0000001_05999_d_0000011.jpg,pedestrian,0.0,small
FN,0000001_05999_d_0000011.jpg,pedestrian,0.0,small
FN,0000001_05999_d_0000011.jpg,pedestrian,0.0,small
FN,0000001_05999_d_0000011.jpg,pedestrian,0.0,small
FN,0000001_05999_d_0000011.jpg,awning-tricycle,0.0,small
FN,0000001_05999_d_0000011.jpg,pedestrian,0.0,small
